filepath,predicted_class,probability,inference_time_s
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/e61a33055d73795c957cb5ca1d08436f.jpg,1, 0.9820, 0.04894
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/3b97bb7e79a3006f58eca6ee842bcda8.jpg,1, 0.9890, 0.05847
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/afefa8af1a04a49011bdcf584443de8a.jpg,1, 0.9716, 0.04239
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/7fc511b7bffd4e62bc45c8d592d4978c.jpg,16, 0.8572, 0.11983
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/f93338ed1eab5f6c7bed225ac2cc911c.jpg,1, 0.9725, 0.03320
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/eab0247ff252fe44538e016dbc08a418.jpg,1, 0.9799, 0.04624
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/245bc961b1d8035fe6d6f0744788bd7c.jpg,1, 0.8818, 0.03573
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/a9004c86bb6f1562864260b8f8d721e7.jpg,1, 0.9221, 0.04677
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/516016b05bd17c1bf2be8bcba06bd4dc.jpg,1, 0.9826, 0.04206
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/a38b29269e9c7afb15d52cc9fbf059ca.jpg,1, 0.9616, 0.03589
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/1e09b41d819e000dc5133761c16e3136.jpg,1, 0.7142, 0.03588
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/5954dcc3d9ba7ed0356e6ad862500989.jpg,1, 0.9974, 0.03534
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/b6fb2c194ea928a67e37872911474f7c.jpg,1, 0.9774, 0.04418
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/d5e8a4f9b4fe562d1f0116ac6641c8b9.jpg,16, 0.5599, 0.04048
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/a65d2c9ce2df30f9d6b121e88d607e0e.jpg,4, 0.7563, 0.08053
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/8004e37a015c82ecebc15eb88b07571f.jpg,1, 0.9648, 0.03831
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/dd22eb3a9fd4c71a1d884e77e821615b.jpg,1, 0.8242, 0.04512
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/e02a23c76ef3215f82e6e1768bf65cbd.jpg,1, 0.9923, 0.04671
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/be308e0909877a3c1d2357f57d830f20.jpg,1, 0.9856, 0.05340
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/ba81343a1dd0aab45006c264a843d692.jpg,16, 0.9990, 0.03906
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/f8d72fc3106a36f0317a49271e5dfc28.jpg,1, 0.9503, 0.04339
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/7dac9116be1c1ab935c43f90a091a7b2.jpg,1, 0.8475, 0.05234
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/c88c33cbf1c11e1a2981cb5d07777a6e.jpg,1, 0.9799, 0.03816
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/6ef708dd8a41cb7ed29cb665e8f7b2fa.jpg,1, 0.9293, 0.08809
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/f41162453ed93fcd566c8a5347a87a9d.jpg,1, 0.8951, 0.04263
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/54271fa3c98669038fb0627c3f7aa796.jpg,8, 0.3831, 0.03436
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/23b1a93a90f889f942d0b639655f6d50.jpg,1, 0.6616, 0.05389
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/1ded9c068c4cac9b70ca125207c5381c.jpg,1, 0.5353, 0.03755
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/802b0d646a572406c1c8bd81584f0aeb.jpg,1, 0.9476, 0.03855
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/a7c307554662d2c288eaccafb5b169f5.jpg,16, 0.5835, 0.10103
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/5a10392d993e381323b93c14b9a09715.jpg,1, 0.8026, 0.05911
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/ec02413276170a1797c9920e758b2fc6.jpg,16, 0.5467, 0.04971
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/1e89eb95926ab719196f58862c5f55f0.jpg,16, 0.9895, 0.04094
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/7d34d21e91582b51702f8b7cbaa38b9b.jpg,6, 0.8483, 0.07892
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/65aed7a07442309ea975a7b6dfd70e4f.jpg,1, 0.9624, 0.04070
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/43a3f9cf52ae4b683440eefb705627c5.jpg,1, 0.9977, 0.03489
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/f508c65aaa38d30eecf45ff397ff6df1.jpg,1, 0.9678, 0.05066
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/bba309c23f3e28bce48d307b49adef24.jpg,1, 0.9975, 0.05010
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/7d94dd1dd026f570a867fdc45082e763.jpg,16, 0.7948, 0.04426
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/187141925e32dd1d33f4124fa38bac33.jpg,1, 0.9633, 0.06742
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/76a4edbec02493ec55415524f349d748.jpg,1, 0.7928, 0.04133
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/854151897ff09e20ff0d64ce116f39b0.jpg,1, 0.9963, 0.11366
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/00999d46ee09d5764645fb064d576dd0.jpg,1, 0.5662, 0.06156
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/5bf8070d346b4bef650a3ebdf9b30de5.jpg,1, 0.9957, 0.05539
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/93a59a547a6f873e6acd61be60e4871a.jpg,1, 0.8110, 0.05710
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/dca9acc07f453ff088e7d04db4d151fb.jpg,16, 0.9504, 0.06819
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/a48f0892753be2fb81b0ff24f54d4936.jpg,1, 0.9884, 0.03953
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/521f4d6e8683976de8446b7d177efad3.jpg,1, 0.9492, 0.08772
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/ae2c96e2137d8f571f7d49eceb8bcaa7.jpg,1, 0.9980, 0.05622
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/7362ded56673407213d77fbe020df72f.jpg,1, 0.9941, 0.04420
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/d2e3ee72add706bfeb6618b725205cdc.jpg,1, 0.9676, 0.04601
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/e37f20f5532eecf376f7e7d3e68e2412.jpg,1, 0.6462, 0.04468
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/3d006be1733a6d6aee3068f91b109bc8.jpg,16, 0.5393, 0.05215
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/358eb97165324f3a3bdd227505ce8e23.jpg,1, 0.9887, 0.04620
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/0f1a1b059661d3926938373388d0b3a2.jpg,16, 0.5576, 0.04545
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/06727417df4ec488fe2b1445d8c968d8.jpg,1, 0.9959, 0.03760
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/8f06c4251722b75dca05c8d2ea7e15fa.jpg,1, 0.9985, 0.06407
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/70a475a17c259361426352ec6552620b.jpg,1, 0.4904, 0.09711
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/8cfb1570a98446b11142d17ee78be2d0.jpg,16, 0.3565, 0.05409
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Columba livia/8575e0f082e9be23403c1325cbb68bbd.jpg,1, 0.9210, 0.06667
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/6d87b915cb0e52328de192d3ac1c39a4.jpg,2, 0.8283, 0.05225
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/118636a2fcd0a594f9317038f8b489d2.jpg,0, 0.6853, 0.03651
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/1fd4a95e26943eacb846ecf1c7d64cf5.jpg,2, 0.9953, 0.03947
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/0def71a9e2b7c7b0e2d2d92e1b82be9a.jpg,2, 0.7715, 0.04086
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/6b929eefa62945e493e181f8f6a2d33a.jpg,2, 0.8116, 0.04934
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/4c73e527f779dc286ff702f0d3a2ea54.jpg,2, 0.9693, 0.05763
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/1c105347b8e42b7f27e38d1024edbf8e.jpg,16, 0.4613, 0.05615
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/7c155c2749317b85658425f1b963095e.jpg,2, 0.9955, 0.03936
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/90120c10095762b14aefe89fd0238ed9.jpg,2, 0.8332, 0.04404
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/6f30d47cc4b3e823c6a41654263fd8d3.jpg,2, 0.6970, 0.05796
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/efb32d8a5562dffc831ee07058256371.jpg,16, 0.7198, 0.04429
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/9e263935ede0c7585f01c96e68d16882.jpg,2, 0.9992, 0.05461
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/569902c90984440b2e64ddb6d4261047.jpg,2, 0.7537, 0.04934
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/fe87783d44d56e9c0f7220340c2dbea8.jpg,2, 0.9862, 0.06999
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/3d5d68ba9948b196c674beda11f81870.jpg,2, 0.9963, 0.03235
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/fa260335adafff3baf969e332a915ead.jpg,2, 0.9701, 0.03738
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/2b6f84d1a45756c4c5fe29f6996d66ff.jpg,2, 0.9970, 0.03307
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/cd743f53d9bd263f7349c01848ae6bc7.jpg,16, 0.9465, 0.04476
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/1cdf88989bb1d967df0ad38c1ff37477.jpg,2, 0.9874, 0.06501
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/02eb7da6b3f62b06fa51472098a9f5a1.jpg,16, 0.6612, 0.08744
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/ba87acd306ad4375e4884ae1926291b7.jpg,16, 0.6010, 0.06529
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/928fcb607c8fc5b220d8e875aaa29a4b.jpg,2, 0.7808, 0.12207
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/3256af9bffe19c6b309165bb7116c21d.jpg,2, 0.9928, 0.08608
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/b5773b1313732b394b39bbe70c20c781.jpg,2, 0.9933, 0.09591
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/62136ab3c068ef46e6454fd5d0975b40.jpg,2, 0.9916, 0.10604
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/68f6bc425c56eb7434c054108cd1a389.jpg,2, 0.9583, 0.14465
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/28dea63e1d314eb127a5533765942b99.jpg,2, 0.6352, 0.06106
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/cb45cfaefd45d9f185baccb1bcebf403.jpg,2, 0.9918, 0.05307
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/3e7f7c5e64049296d76eecedfa3d847f.jpg,2, 0.9948, 0.04734
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/f12842edf2f023196e10b55d96ce2733.jpg,16, 0.7494, 0.05965
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/a2cf2b98d10ff511f1fd7ce0b200bfa1.jpg,16, 0.7172, 0.03998
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/816bcab2b2200c798e59d4e682f69775.jpg,16, 0.6764, 0.06583
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/c3472dcec5bead4ecacd650d390624fa.jpg,2, 0.9864, 0.03478
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/dad5e99662412e7f38539c77b80f5f88.jpg,2, 0.9565, 0.09764
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/8678de6a4f2e66791f9212a0320b36d0.jpg,2, 0.9975, 0.12723
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/90d30d9b00ac8591a96dacab94dc7d3c.jpg,16, 0.9104, 0.06162
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/f61f419a4870518ccfb661299d6a6f3a.jpg,16, 0.9715, 0.09776
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/7384f1eb616279ce3f38487d796e18b8.jpg,2, 0.9823, 0.04352
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/74a78c849b9f03615da5009e2aabf41a.jpg,2, 0.7008, 0.04707
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/00d5161be5e4e9f305c3598c33e2582a.jpg,2, 0.9187, 0.03738
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/796677521ab6df8eab076cf08058b5a8.jpg,2, 0.9825, 0.04380
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/7cd259a0a320c4abdf4f9a8a0e842a54.jpg,2, 0.9700, 0.03428
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/49fbfefae5ff4df01ad97a71e978f7ab.jpg,16, 0.5698, 0.04902
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/ddf38f4bcdda4b692bccfbed6f8d1ace.jpg,2, 0.5304, 0.03806
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/385da600043ad5b55cf2f5da9ee4f7d5.jpg,2, 0.9418, 0.03592
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/5d0a69c8b52a3eea5e76e8cd84b5cf65.jpg,2, 0.9971, 0.03834
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/44d11954d142d0ef4909cd6cf2871b4b.jpg,2, 0.9758, 0.08974
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/dc158d2ca38b4d0397f542d2d9d0a23a.jpg,16, 0.8982, 0.11864
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/4f296eb0f1ad218d55d42bbf0091b9d1.jpg,2, 0.5776, 0.06874
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/d8ed07dcba236e8c3ec0df32e00edf44.jpg,2, 0.9315, 0.05969
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/83a9e6e6c436cb7c40c4ba6997849e73.jpg,16, 0.9104, 0.04876
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/000f5882dc4ec6da6eb9012389172757.jpg,2, 0.8021, 0.04288
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/58273b08b8be7a9cabb678cfc02ef814.jpg,16, 0.6121, 0.03562
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/39a3c8712afd100c29bf0291bda4f7c1.jpg,2, 0.8553, 0.04080
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/af4c9ff0874caf6a8937379875787bec.jpg,16, 0.6113, 0.03593
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/0871e567e8796b56c202681df44ed812.jpg,2, 0.5883, 0.08284
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/fd53219d72f884f9eef40f74387fdf16.jpg,16, 0.5517, 0.12146
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/1cf179a0ebbbbd7fe0ac16a0f46990f7.jpg,2, 0.3685, 0.10816
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/af2ac72d8cbb2de1bd44f1b2bcdb1908.jpg,2, 0.9980, 0.04491
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/3f5b2c210168a46d2f1103cb939ebb8f.jpg,2, 0.9891, 0.05764
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/44f1da216838acda67db727f0b0ce7f4.jpg,2, 0.9036, 0.05155
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/18764f00dfd42d3e9bb4d7225fb3277d.jpg,16, 0.8634, 0.04557
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/249cbddb67446645caf52ff77757ee8e.jpg,2, 0.9383, 0.05235
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/ab2800c2d7f0f85964c2d6d7b05748f1.jpg,16, 0.9588, 0.03861
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/eee38e122b4853164fd6c219f9995fe8.jpg,2, 0.9887, 0.04408
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Aves/Nycticorax nycticorax/c4d3c7eceb940ff0c3fca32eb6c113c5.jpg,0, 0.5011, 0.04183
